MATRÍCULA ESTABLECIMIENTO,NOMBRE ESTABLECIMIENTO,DIRECCIÓN,MUNICIPIO,TELÉFONO ESTABLECIMIENTO 1,TELÉFONO ESTABLECIMIENTO 2,TELÉFONO ESTABLECIMIENTO 3,EMAIL ESTABLECIMIENTO,CÓDIGO CIIU 1,DESCRIPCION CÓDIGO CIIU 1,CÓDIGO CIIU 2,DESCRIPCION CÓDIGO CIIU 2,CÓDIGO CIIU 3,DESCRIPCION CÓDIGO CIIU 3,CÓDIGO CIIU 4,DESCRIPCION CÓDIGO CIIU 4,MATRICULA MERCANTIL / NRO ESAL DEL PROPIETARIO,NOMBRE / RAZÓN SOCIAL PROPIETARIO,REPRESENTANTE LEGAL
440737-2,"C V MATERIALES, EQUIPOS Y SERVICIOS",CARRERA 11 9 184,ANZA,3127431781.0,,,cvelasquezhidalgo@gmail.com,7490,"Otras actividades profesionales, científicas y técnicas n.c.p.",5511.0,Alojamiento en hoteles,4752.0,"Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",4620.0,"Comercio al por mayor de materias primas agropecuarias, animales vivos",364157-1,VELASQUEZ HIDALGO CARLOS FERNANDO,
380638-2,HOTEL TAMARINDO RESORT,CARRERA 10 11 05,SOPETRAN,8541753.0,,,hoteltamarindo@gmail.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,,,457178-12,GRUPO ARX S.A.S.,MARILIN ALBANY GIRALDO CORREA
233529-2,HOTEL ALBERT ,CARRERA 52 54 19,MEDELLÍN,5114091.0,,,drpgestion@gmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,,,762269-1,GIRALDO ROMERO JORGE IVAN,
377847-2,NUEVA VIA ALOJAMIENTO ,CORREGIMIENTO LLANOS DE CUIVA SECTOR LA NUEVA VIA,YARUMAL,3178856080.0,,,scallerivera@gmail.com,5514,Alojamiento rural,,,,,,,311816-1,CALLE RIVERA SUSANA DE FATIMA,
382776-2,CIUDADELA PUNTO CERO ,Av. 33 No. 65B-66 Of. 301,MEDELLÍN,4484969.0,,,migutierrezb@hotmail.com,5511,Alojamiento en hoteles,,,,,,,289007-6,GIL GIRALDO Y CIA S EN C,RUBEN DARIO GIL GIRALDO
444244-2,KIOSKO LA ESTACION DEL SABOR,CALLE 9 50 00 IN 134,MEDELLÍN,3206999222.0,3105466256.0,,crmariana19@gmail.com;kioscos08@gmail.com,5613,Expendio de comidas preparadas en cafeterías,4791.0,Comercio al por menor realizado a través de internet,5519.0,Otros tipos de alojamiento para visitantes,,,539826-1,CASTAÑO ROSA MARIANA,
373280-2,HOSTERIA RIO ESCONDIDO,VEREDA PIE DE CUESTA SEC. LOS GUAYABOS,SAN JERÓNIMO,4444637.0,3226723626.0,,paraisorioescondido@gmail.com,5513,Alojamiento en centros vacacionales,5611.0,Expendio a la mesa de comidas preparadas,,,,,528373-12,RIO ESCONDIDO S.A.S,GABRIEL JAIRO ANGEL BERNAL
443534-2,HOTEL EL PALMAR DE CAUCASIA,CARRERA 18 CL 30 30 -52,CAUCASIA,8390097.0,3045412947.0,,hotelelpalmardecaucasia@gmail.com,5511,Alojamiento en hoteles,,,,,,,379562-1,MENCO NAVAS LORENA JUDITH,
379894-2,HOTEL MEDITERRANEO ,CARRERA 70 CIRCULAR 5 23,MEDELLÍN,4102510.0,,,contador@hotelmediterraneo.com.co,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,4759.0,Comercio al por menor de otros artículos domésticos en establecimientos especializados,,,746844-12,INVERSIONES JARAMILLO RIOS FJR S.A.S.,FABIAN DE JESUS JARAMILLO RIOS
383498-2,EL ARRIERO CAMPAMENTO ,CALLE 11 11 09,CAMPAMENTO,3148677722.0,,,carmenalvarez1202@hotmail.com,5613,Expendio de comidas preparadas en cafeterías,5511.0,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,527308-1,ALVAREZ ALVAREZ CARMEN EMILIA,
380640-2,INMOBILIARIA LLERAS,Calle 18 35 69 LOCAL 215,MEDELLÍN,3128788.0,4448788.0,3003128788.0,gerencia@inmobiliarialleras.com,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,5512.0,Alojamiento en apartahoteles,5514.0,Alojamiento rural,5519.0,Otros tipos de alojamiento para visitantes,314652-12,INMOBILIARIA Y ARRENDAMIENTOS LLERAS S.A.S.,JOSE ALEJANDRO TAMAYO VELASQUEZ
380310-2,MALECOM HOTEL RESTAURANTE,CALLE 30 CRA. 20 LA TRONCAL ESQUINA,CAUCASIA,8390044.0,,,malecomhotel@hotmail.com,5511,Alojamiento en hoteles,,,,,,,75656-1,PARRA MOLINA JORGE ALBERTO,
345241-2,CONSTRUCTORA NUMA ,CARRERA 50 E 10 SUR 120,MEDELLÍN,3207104.0,3137977067.0,,asistentegerenciacpd@gmail.com;subgerenciapuntodorado@gmail.com,4111,Construcción de edificios residenciales,5519.0,Otros tipos de alojamiento para visitantes,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,6820.0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,276981-4,CONSTRUCTORA NUMA S.A.,CATALINA GIRALDO ECHAVARRIA
376732-2,HOSTAL PUNTO CERO,AVENIDA 33 No. 65 B 66,MEDELLÍN,4484969.0,,,migutierrezb@hotmail.com,5511,Alojamiento en hoteles,,,,,,,289007-6,GIL GIRALDO Y CIA S EN C,RUBEN DARIO GIL GIRALDO
380798-2,NOVELTY SUITES,CALLE 4 SUR 43 A 109,MEDELLÍN,3104983662.0,3128500776.0,,juanita@estiloejecutivo.com;rtascontable@gmail.com,5511,Alojamiento en hoteles,5512.0,Alojamiento en apartahoteles,5611.0,Expendio a la mesa de comidas preparadas,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,314814-4,NOVELTY SUITES S.A.,JUAN CARLOS TIRADO JARAMILLO
378869-2,HOTEL PLAZA 70,CARRERA 70 45 E 117,MEDELLÍN,2500311.0,3014779918.0,,hotelplaza70@gmail.com,5511,Alojamiento en hoteles,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,,,463786-1,HERNANDEZ JENNY MARITZA,
376851-2,MULTISERVICIOS.COM DEL SUR OESTE,CALLE 11 N 9 56 CENTRO,TAMESIS,3152820656.0,3113795911.0,,SERVIENTREGATAMESIS2009@HOTMAIL.COM,4923,Transporte de carga por carretera,5310.0,Actividades postales nacionales,5514.0,Alojamiento rural,,,324382-1,MARIN PATIÑO MARIA CECILIA,
374519-2,HOTEL CASA LAURELES,CALLE 35 78 66,MEDELLÍN,4140482.0,,,jperez@solarhoteles.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,,,,INVERSIONES CAMPO ISLEÑO S.A.,
255556-2,HOTEL LOS VITRALES,CALLE 49 50 32,CIUDAD BOLIVAR,8412526.0,3113095317.0,,hotellosvitrales@gmail.com,5511,Alojamiento en hoteles,4724.0,"Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",4719.0,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",,,190346-6,SOCIEDAD GABRIEL JAIME RESTREPO RAMIREZ Y CIA S.C.S. ,GABRIEL JAIME RESTREPO RAMIREZ
17393-2,HOTEL HORIZONTE ,Calle 53 No. 50 A 8,MEDELLÍN,3014441454.0,,,martica1359@hotmail.com,5511,Alojamiento en hoteles,,,,,,,,SALAZAR ECHEVERRI JULIO CESAR / ALVAREZ DE SALAZAR EUGENIA ,
461136-2,"HOTEL CASA BOTERO MEDELLIN
",CARRERA 52 51 A 27,MEDELLÍN,5116139.0,,,danieljico1999@gmail.com,5511,Alojamiento en hoteles,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,4774.0,Comercio al por menor de otros productos nuevos en establecimientos especializados,666454-1,JIMENEZ CORRALES DANIEL STIVEN,
385130-2,HERMANOS DIAZ GOMEZ,VEREDA LA PASTORCITA FINCA 29 A,MEDELLÍN,3153208443.0,3103738421.0,,pjdiazg8@gmail.com;vjdiazg@hotmail.com,150,Explotación mixta (agrícola y pecuaria),5519.0,Otros tipos de alojamiento para visitantes,,,,,319279-12,HERMANOS DIAZ GOMEZ S.A.S.,PEDRO JOSE DIAZ GOMEZ
19232-2,JARAMILLO Y URIBE ,CALLE 7 18 115,MEDELLÍN,3128051506.0,3124786555.0,,juancho.jaram@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,6128-12,JARAMILLO Y URIBE S.A.S.,JUAN CARLOS JARAMILLO URIBE
461495-2,HOTEL Y RESTAURANTE ROSALBA DE GUADALUPE,CALLE 51 50 24,GUADALUPE,3127706199.0,,,monigero22@hotmail.com,5511,Alojamiento en hoteles,,,,,,,397764-1,GRISALES VILLEGAS MONICA ALEXANDRA,
17396-2,HOTEL INTERCONTINENTAL MEDELLIN ,CALLE 16 28 51,MEDELLÍN,3154464.0,,,juan.rincon@movichhotels.com;notificaciones@movichhotels.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,5611.0,Expendio a la mesa de comidas preparadas,,,,GLOBAL OPERADORA HOTELERA S.A.S.,
461139-2,HOTEL CASA SAMURAI,CARRERA 20 28 33,CAUCASIA,4215441.0,,,nancyehdezd@gmail.com,141,Cría de ganado bovino y bufalino,5511.0,Alojamiento en hoteles,,,,,446986-12,AGROZURICATA S.A.S.,ELBER DE JESUS HERNANDEZ DAVILA
259175-2,HOSTAL ODEON ,CALLE 54 49 38,MEDELLÍN,5131404.0,3148756972.0,,admon-jlhoteles@hotmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,354578-1,ZULUAGA TORRES MARGARITA MARIA DEL SOCORRO,
17419-2,HOTEL NUTIBARA ,CALLE 52 A 50 46,MEDELLÍN,5115111.0,5111629.0,,contabilidad@hotelnutibara.com;info@hotelnutibara.com,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,5511.0,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,4091-4,COMPANIA DEL HOTEL NUTIBARA S A ,HECTOR ALONSO MORALES TORRES
385680-2,EDIFICIO ARAGONÉS,CALLE 47 79 31,MEDELLÍN,3531039.0,3113891166.0,,yurycastag@gmail.com;amv0621@hotmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,273990-1,VELASQUEZ VALENCIA ADRIANA MARIA,
17387-2,HOTEL COLONIAL DE MEDELLIN,CARRERA 50 45 98,MEDELLÍN,5117817.0,3187130432.0,,piedrasyherrajes@gmail.com,5511,Alojamiento en hoteles,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,,,238345-1,FLOREZ RESTREPO LUZ ELENA,
376237-2,HOTEL Y PARQUEADERO EL CORCEL,CARRERA 22 17 12,SAN JOSE DE LA MONTAÑA,8622951.0,3122153550.0,,hypelcorcel@hotmail.com,5511,Alojamiento en hoteles,4530.0,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5221.0,"Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",4520.0,Mantenimiento y reparación de vehículos automotores,310051-1,CHAVARRIA AGUDELO DAIRO ESTEBAN,
20799-2,HOTEL ALCAZAR NO. 1,CALLE 49 53 40 PISO 2,MEDELLÍN,4799882.0,3005313827.0,,cvanesa212@hotmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,,,719529-12,CVS COMERCIALIZADORA S.A.S,CINDY VANESA SOTO CADAVID
262313-2,HOTEL VILLA ALBA,Calle 21 CRA 3 Y 4 # 3-29,CAUCASIA,3113152662.0,3127400913.0,,asistenciascontablessas@gmail.com;brani-mariano@hotmail.com,5511,Alojamiento en hoteles,,,,,,,139840-1,BEDOYA RIOS MARIO DE JESUS,
260211-2,AVIATUR MILLA DE ORO,CALLE 5 A 39 117,MEDELLÍN,3695617.0,,,elizabethmorales@aviatur.com,7911,Actividades de las agencias de viaje,7912.0,Actividades de operadores turísticos,5511.0,Alojamiento en hoteles,8230.0,Organización de convenciones y eventos comerciales,,AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.S,
260570-2,HOTEL CAMABAJA ,CALLE 20 19 20,URAMITA,3136959534.0,3207180606.0,,hotelcamabaja.uramita@gmail.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,,,509177-1,GIRALDO BORJA HERNAN ARTURO,
375053-2,HOSPEDAJE EL CONDUCTOR REINALDO,TRONCAL NORTE,DON MATIAS,3136650731.0,,,contabilidadj19@gmail.com,5511,Alojamiento en hoteles,,,,,,,,LOPERA MEJIA REINALDO ,
262441-2,SOPETRAN PLAZA REAL,CARRERA 10 10 37,SOPETRAN,8541679.0,3015462362.0,,andres.agudelos@hotmail.com,5511,Alojamiento en hoteles,,,,,,,482807-1,AGUDELO RENDON WILLIAM,
463949-2,HOTEL LYON,CARRERA 70 45 E 161,MEDELLÍN,4141300.0,,,hotel_lyon@hotmail.es,5511,Alojamiento en hoteles,,,,,,,560973-1,PALACIO CANO NATALIA ANDREA,
372617-2,RESIDENCIA CALIPSO BLUE,Carrera 22 29 29 LA YE,CAUCASIA,3137674284.0,3137675501.0,,hernandavid0225@gmail.com;mauro.pavony@gmail.com,5590,Otros tipos de alojamiento n.c.p.,,,,,,,166391-1,MENESES MIRA CONSUELO DEL SOCORRO,
249138-2,PARK 10 EXECUTIVE SUITES ,CARRERA 36 B 11 12,MEDELLÍN,3106060.0,,,contabilidad@dgroupe.com.co;jospina@dgroupe.com.co,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,441969-12,D'GROUPE S.A.S.,JUAN FERNANDO OSPINA LOPEZ
464521-2,LA CAMPANA HOTEL BOUTIQUE ,CALLE 11 A 31 A 70,MEDELLÍN,3122525.0,3043492605.0,,lacampanahotelboutique@gmail.com,5511,Alojamiento en hoteles,,,,,,,400876-12,LA CAMPANA HOTEL BOUTIQUE S.A.S.,NORMA OSPINA DE ZAMBRANO
250709-2,HOTEL BELLO PLAZA ,CARRERA 49 NO. 52 16,BELLO,2721900.0,3012359187.0,,kolaxo@hotmail.es,5511,Alojamiento en hoteles,,,,,,,,ORTEGA ORTEGA FRANCISCO JAVIER / ORTEGA DE ORTEGA MARIA ASCENSION,
21499-2,MOTEL SIESTA ,CARRERA 91 64 E 50,MEDELLÍN,2642464.0,4221019.0,4221437.0,dosorio18@hotmail.com;invercorreamontano@une.net.co,5512,Alojamiento en apartahoteles,,,,,,,56174-12,INVERSIONES CORREA MONTAÑO SAS,DORA CECILIA MONTAÑO DE CORREA
464641-2,HOSTAL ALICIA,CARRERA 11 22 A 99,SAN JERÓNIMO,8582188.0,3007764737.0,,consuelo.s.morales@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,401006-1,ALVAREZ GOMEZ FABIO,
265495-2,LA FLORIDA TROPICAL ,CARRERA 51 D 60 53 INT 401,MEDELLÍN,2315062.0,5577320.0,,raas20@hotmail.com;asistente@hosteriafloridatropical.com,9329,Otras actividades recreativas y de esparcimiento n.c.p.,5514.0,Alojamiento rural,,,,,200755-4,LA FLORIDA TROPICAL S.A. ,JOSE MARIA GOMEZ G.
26148-2,HOTEL Y CENTRO DE CONVENCIONES EL TESORO,CARRETERA AL MAR KM 32,SAN JERÓNIMO,8582514.0,8582054.0,,gerencia@hoteleltesoro.com.co,5511,Alojamiento en hoteles,,,,,,,169632-4,EL TESORO HOTEL Y CENTRO DE CONVENCIONES S.A.,MARTHA LUCIA JARAMILLO
384243-2,AGRICOLA SANTA CRUZ,CARRERA 71 31 78,MEDELLÍN,4797956.0,3147916909.0,3147587822.0,cartera@polivul.com;contabilidad@polivul.com;juan.mesa@polivul.com,150,Explotación mixta (agrícola y pecuaria),5519.0,Otros tipos de alojamiento para visitantes,5514.0,Alojamiento rural,,,318384-12,AGRÍCOLA SANTA CRUZ S.A.S.,GLORIA MARIA PEREZ ARISTIZABAL
24448-2,SU RESIDENCIAS ESPAÑA,Calle 52 54 56,MEDELLÍN,5132260.0,,,imaldonadomontoya22@gmail.com,5530,Servicio de estancia por horas,5590.0,Otros tipos de alojamiento n.c.p.,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,,"FONDO DE REHABILITACION, INVERSION SOCIAL Y LA LUCHA CONTRA EL CRIMEN ORGANIZADO",
24077-2,RAUL ALVAREZ OSORNO,CALLE 12 NO 31 165,MEDELLÍN,3228331.0,,,mgrisales@smconsultores.com.co;bgarcia@pypconsultores.com.co,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,5519.0,Otros tipos de alojamiento para visitantes,,,,,6651-12,INVERSIONES RAÚL ALVAREZ O. S.A.S.,JAIRO ALBERTO ROJAS IDARRAGA
33359-2,HOTEL EL DEPORTISTA,CALLE 46 CR 43 98,MEDELLÍN,4017602.0,3217790955.0,,hoteleldeportista@gmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,,,511086-1,PEDROZA SANDOVAL OSCAR JIMENO,
79511-2,CABAÑAS EL REFUGIO. SAN JERONIMO,VEREDA GUAYACAN,SAN JERÓNIMO,3146158546.0,3135539293.0,3135539293.0,euadmon@hotmail.com;mateo@naturaadmon.com,5514,Alojamiento rural,,,,,,,43871-12,IDA S.A.S,MATEO GUEVARA BETANCUR
80315-2,LAMINAS Y CORTES ,CR 54 A 29 C- 55,MEDELLÍN,2657711.0,,,contabilidadlaminasycortes@gmail.com;laminasycortes@une.net.co,2599,Fabricación de otros productos elaborados de metal n.c.p.,5519.0,Otros tipos de alojamiento para visitantes,,,,,44884-1,OSPINA LOPEZ RUBEN DARIO,
265559-2,HOTEL DEL VIAJERO ,CARRERA 22 20 35,YARUMAL,3206540019.0,,,aliciaarango95@gmail.com,5511,Alojamiento en hoteles,,,,,,,753274-1,ARANGO ZAPATA MARIA ALICIA,
264998-2,HOTEL PORTON MEDELLIN,CARRERA 43 A 9 SUR 51,MEDELLÍN,3132020.0,,,mguzman@mejiaasociados.com;clopez@mejiaasociados.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,171303-4,EL PORTON DE OVIEDO S.A. ,ADRIANA MEJIA REYES
383786-2,HOTEL PORTON PLAZA JERICO,CALLE 7 3 25,JERICÓ,8523009.0,3137323568.0,,portonplazajerico@hotmail.com,5511,Alojamiento en hoteles,,,,,,,317923-1,MERINO ESPINOSA WILLIAM FERNANDO,
258839-2,HOTEL SAUCES DEL ESTADIO LA 70 ,CARRERA 69 49 A 30,MEDELLÍN,2304260.0,4376437.0,,sanmado22@gmail.com,5511,Alojamiento en hoteles,,,,,,,411674-4,INVERSIONES HOTELERAS LOS SAUCES S.A.,GLORIA INES VELEZ DE ISAZA
265401-2,HOSPEDAJE AQUI ES DIEGO,ALTO DE MATASANO,BARBOSA,6044333926.0,3015948467.0,3002371561.0,cchv29@gmail.com;anahincap29@gmail.com,5511,Alojamiento en hoteles,,,,,,,348106-1,HINCAPIE VERA VIVIANA PATRICIA,
258311-2,APARTAHOTEL PORTAL DEL RODEO,DIAGONAL 75 BA 1 26,MEDELLÍN,3104983662.0,3128500776.0,,rtascontable@gmail.com;juanita@estiloejecutivo.com,5511,Alojamiento en hoteles,5512.0,Alojamiento en apartahoteles,5611.0,Expendio a la mesa de comidas preparadas,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,213631-4,ESTILO EJECUTIVO SUITES S A ,JUAN CARLOS TIRADO JARAMILLO
445370-2,NUEVO CAPITOLIO,Carrera 49 57 24,MEDELLÍN,3206862729.0,,,hotelcristal49@hotmail.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,,,484408-1,RAMIREZ TOBON TERESITA DE JESUS EN LIQUIDACIÓN JUDICIAL SIMPLIFICADO,
388071-2,ACIERTO INMOBILIARIO ,Calle 13 36 A 139,MEDELLÍN,3136343.0,,,notificaciones_fo@acierto.com.co,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5511.0,Alojamiento en hoteles,,,,,322317-4,ACIERTO INMOBILIARIO S.A.,JUAN CARLOS MAHECHA BELTRAN
24444-2,HOSTAL CAROLA ,CARRERA 52 25 78,MEDELLÍN,4166430.0,,,,5519,Otros tipos de alojamiento para visitantes,,,,,,,,PALACIO DE GARCIA MARIA SONIA,
23618-2,PROMOTORA DE HOTELES DE MEDELLIN ,CALLE 16 28 51,MEDELLÍN,5408906.0,3137683272.0,,notificaciones@movichhotels.com,5511,Alojamiento en hoteles,,,,,,,2747-4,PROMOTORA DE HOTELES MEDELLIN S.A. ,ALVARO NIETO ARAGON
446711-2,DISTRIOFIS ,CARRERA 78 A 47 8,MEDELLÍN,5072196.0,3162871334.0,,distriofis@hotmail.com,5519,Otros tipos de alojamiento para visitantes,4922.0,Transporte mixto,,,,,382776-1,HOYOS HOYOS JUAN CARLOS,
445376-2,NUEVO CRISTAL,Carrera 49 57 12,MEDELLÍN,3206862729.0,,,hotelcristal49@hotmail.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,,,484408-1,RAMIREZ TOBON TERESITA DE JESUS EN LIQUIDACIÓN JUDICIAL SIMPLIFICADO,
446722-2,COLTOURS E.U.,CARRERA 50 52 89 LOCAL 101,MEDELLÍN,3003234945.0,,,gerencia.coltours@gmail.com,7912,Actividades de operadores turísticos,7911.0,Actividades de las agencias de viaje,5511.0,Alojamiento en hoteles,,,382789-9,COLTOURS E.U.,OSCAR EDUARDO MURILLO MURCIA
270965-2,INVERSIONES GABA ,CARRERA 80 A 32 78 OF.209,MEDELLÍN,4124441.0,2504074.0,3007786974.0,par.mega@hotmail.com,5511,Alojamiento en hoteles,,,,,,,206416-3,INVERSIONES GABA Y CIA LTDA ,PARMENIDES GUEVARA ARRIAGA
389411-2,HOGAR GEDIATRICO MARIA AUXILIADORA,Calle 72 47 53,MEDELLÍN,5892048.0,3165104191.0,,marcegomez1616@hotmail.com,5590,Otros tipos de alojamiento n.c.p.,,,,,,,323694-1,GOMEZ MOLINA ADRIANA MARIA,
447045-2,HOTEL BARAJAS JARDIN,CARRERA 3 8 63,JARDIN,8456393.0,3117772993.0,,marindiaz1997@gmail.com,5511,Alojamiento en hoteles,,,,,,,629412-1,MARIN DIAZ NICOLAS,
252719-2,EL CANTIL ,Carrera 65 8 B 91 OFICINA 390,MEDELLÍN,4480767.0,,,elcantil@une.net.co;elcantilfro@une.net.co,5514,Alojamiento rural,,,,,,,259129-12,"EL CANTIL S.A.S. ""EN LIQUIDACION""",ANGELA MARIA HERRERA OCHOA
38049-2,MAZORCA LA 45,CARRERA 45 47 11,BELLO,3105248376.0,6013505.0,,nataliacanom@hotmail.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,,,710058-1,RINCON CHALARCA LUZ MARINA,
447113-2,"HOTEL FLORENCIA PLAZA
",CARRERA 41 A 10 41,MEDELLÍN,3194070907.0,,,legal@florenciaplaza.com,5511,Alojamiento en hoteles,,,,,,,743058-12,CONSTRUCTORA 2AJ S.A.S,JUAN CAMILO ARISTIZABAL MARTINEZ
396727-2,ARTEK,CARRERA 83 A 34 B 84,MEDELLÍN,3014169345.0,,,artekmedellin@gmail.com,7111,Actividades de arquitectura,4290.0,Construcción de otras obras de ingeniería civil,5514.0,Alojamiento rural,,,331299-12,ARTEK S.A.S.,JUAN FERNANDO VALENCIA GRANDA
94036-2,HOTEL RESIDENCIAS CALDAS,CARRERA 46 50 41,MEDELLÍN,5131677.0,3137083082.0,,david.prada.alvarez@hotmail.com,5511,Alojamiento en hoteles,,,,,,,439950-1,ALVAREZ ZAPATA PAULA ANDREA,
27592-2,HOTEL QUIMBAYA ,SAN JERONIMO - ANTIOQUIA,SAN JERÓNIMO,3116248021.0,,,info@quimbayahotel.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,,,31043-12,INVERSIONES QUIMBAYA S.A.S.,LILIANA AGUIRRE OCAMPO
92220-2,RESIDENCIAS HOTEL PARIS ,Carrera 45 No. 49 57,MEDELLÍN,3123975053.0,,,andresd46@hotmail.com,5511,Alojamiento en hoteles,,,,,,,693799-1,CHAUX DE RESTREPO MARIA ELSY / CHAUX CAÑOLA LUIS FERNANDO / CHAUX CAÑOLA LUZ AIDE / DELGADO CAÑOLA LINA JHOANA /DELGADO CAÑOLA PABLO ANDRES,
387172-2,ESPARCIR S.A.S,KM 7 VIA VENECIA SINIFANA VEREDA EL RECREO,VENECIA,4441082.0,,,secretariagerencia@bycsa.co;chalabyf@yahoo.com;marthamartinez1109@hotmail.com,5514,Alojamiento rural,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,162.0,Actividades de apoyo a la ganadería,,,321376-12,ESPARCIR S.A.S,CRISTIAN HALABY FERNANDEZ
38452-2,CAFETERIA EL RINCON ,CALLE 27 18 A 13/17,YARUMAL,3234753928.0,,,suenonorte@hotmail.com,5613,Expendio de comidas preparadas en cafeterías,5611.0,Expendio a la mesa de comidas preparadas,5511.0,Alojamiento en hoteles,,,749546-1,BETANCUR RESTREPO LILIANA DE LAS MISERICORDIAS,
99770-2,RESIDENCIAS SEÑORIAL ,CARRERA 54 51 61,MEDELLÍN,3004740903.0,,,andreamarianita2016@gmail.com,5511,Alojamiento en hoteles,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,,,669485-1,PIEDRAHITA GONZALEZ DULFARI ANDREA,
94350-2,HOSPEDAJE MARIO,CARRERA 50 45 102,MEDELLÍN,3137568051.0,,,hospedajemario1@gmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,670231-1,HERNANDEZ DEISY LILIANA,
117534-2,ADMINISTRACION ARRENDAMIENTOS LAS VEGAS ,CARRERA 77 30 A 11,MEDELLÍN,4480465.0,,,natytellez81@hotmail.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5514.0,Alojamiento rural,5519.0,Otros tipos de alojamiento para visitantes,5590.0,Otros tipos de alojamiento n.c.p.,94378-12,GRUPO CAIS S.A.S.,NATALIA ANDREA TELLEZ AGUIRRE
91411-2,APARTA HOTEL BUENAS NOCHES ,CARRERA 46 NO. 45 22,MEDELLÍN,3227707.0,,,hotelgoodnight@yahoo.com.co,5512,Alojamiento en apartahoteles,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,4774.0,Comercio al por menor de otros productos nuevos en establecimientos especializados,,,234351-1 / 234352-1,GOMEZ RENDON DIEGO EN LIQUIDACIÓN JUDICIAL / GOMEZ RENDON JAVIER EN LIQUIDACIÓN JUDICIAL,
118187-2,HOTEL IMPERIAL BARBOSA,CALLE 15 14 6,BARBOSA,4064064.0,3113575956.0,,jorgeamadogj@hotmail.com,5511,Alojamiento en hoteles,,,,,,,446091-1,GOMEZ JARAMILLO JORGE AMADO,
